data_index,objective,lower_mold_temp2,cast_pressure,upper_mold_temp2
68,0.0,237.3281135344954,413.15585131865987,107.34636227714283
69,0.0,289.53017564867366,548.0552798375908,124.08928107280032
70,0.0,253.67171856486988,444.5532140888268,119.66340116179882
71,0.0,209.35075697894888,818.6687246353965,124.33459556515209
72,0.0,278.70492403936754,822.9334250308227,107.00119101155654
73,0.0,279.9392146869986,975.2365008100162,265.46412143076986
74,0.0,265.89784591965224,667.4217707576385,157.37099117815688
75,0.0,140.24852589794753,346.21134232781134,209.11993192987168
76,0.0,180.86955886522642,628.2962409215888,249.9010686269419
77,0.0,240.93370721327904,410.24879737698205,176.07911134416432
78,0.0,209.08580635929778,933.3342795305405,165.4142300154721
79,0.0,151.76736302894926,479.2940027628906,243.80092814816354
80,0.0,177.82363851238048,357.99631564949186,240.74099498907387
81,0.0,238.80689212926046,863.2808276238297,138.4570505140553
82,0.0,287.6231575211086,528.5931136739379,262.2550508195276
83,0.0,187.2808630494357,981.3355608923782,148.6402890251722
84,0.0,175.52335669973854,767.4453867140423,112.45962232033396
85,0.0,228.19590037248844,359.880528733843,168.07856863610485
86,0.0,156.65872975670743,846.4736260197653,130.2571410817437
87,0.0,266.84210844069855,612.2740031175971,250.21042364705835
88,0.0,228.23910378122196,924.546149188928,169.09996848173117
89,0.0,209.4677701825792,349.1023583284374,234.4831409321164
90,0.0,248.46185637666065,814.3477380340458,194.8795556205688
91,0.0,273.2044683946539,801.8311575157817,161.25843692659748
92,0.0,261.6337685681244,782.69705514404,135.70853492348238
93,0.0,247.91913658514522,495.3063413199483,130.6140521853209
94,0.0,329.8095560796994,552.883812905616,166.26875037745745
95,0.0,301.1234433932193,501.44001489000505,153.77745895605523
96,0.0,289.4786986372618,626.8380020011105,246.49634233278937
97,0.0,143.44441479897338,572.648437618691,196.55226682176126
98,0.0,212.74692052987893,938.1791155192041,166.05987558078917
99,0.0,294.9611308429513,840.0161046955067,252.9304720466139
100,0.0,297.31896381445324,876.2067715005045,208.09390864266612
101,0.0,273.6045794009002,593.7718639951627,194.45315749321412
102,0.0,263.7112082921609,375.8513620235522,153.86102463345867
103,0.0,289.9655184973632,469.5839718114865,194.505655338535
104,0.0,151.58456717609687,829.875507407725,242.71418035011698
105,0.0,329.9314979942237,529.8872078326572,120.09422898936732
106,0.0,278.8092196234114,887.4786242831324,116.92699879313273
107,0.0,147.16339373248775,712.3090664783946,116.6158767064707
108,0.0,264.53928818928,892.8765132956022,137.7044939781739
109,0.0,181.1903905270638,683.1163263657943,246.24628405200173
110,0.0,302.1018084888892,434.387605632455,269.38978965331245
111,0.0,191.84570687642682,799.7171242185557,153.96932361366507
112,0.0,297.4273924182663,475.7941657238374,226.78861675399997
113,0.0,256.01566077808076,852.6339864520359,181.94254246070534
114,0.0,279.23371729950554,823.426768880523,140.67367630301226
115,0.0,157.28522998902343,547.4053010499948,119.90022604372247
116,0.0,250.27152446071787,672.7928274933922,176.92162937323036
117,0.0,240.0533476184429,973.1859810517896,161.76474315165018
118,0.0,186.10726812852639,751.2595622579236,238.68834129214423
119,0.0,307.69349747108777,798.5532293199235,191.87044891191175
120,0.0,175.9521689569907,390.09863231424094,214.70844399918195
121,0.0,197.30004717232106,522.7303053130686,243.43319283652048
122,0.0,171.49583286696077,951.2193394163751,253.18362744897095
123,0.0,217.62799600770114,368.5863925180776,180.68052248272812
124,0.0,180.0918268788345,788.5405680056817,181.29288855444776
125,0.0,283.96852813650565,333.7255266887005,181.39717814312678
126,0.0,238.1334702773579,731.8923680395799,125.66600816080538
127,0.0,229.67143774164674,691.3321023280168,160.69431060727408
128,0.0,279.57379479788733,565.5624781358806,180.67744661391373
129,0.0,260.5734994803218,952.1837301054919,229.49218574147397
130,0.0,330.43107711788116,571.0755155437621,146.77559567849593
131,0.0,220.0745631195321,816.9148216834233,198.20136266741736
132,0.0,211.99832784044344,307.02827583537237,259.571732314697
133,0.0,266.1894618963339,566.9247220279464,121.55046824633784
134,0.0,296.3588857006692,380.0300893111699,120.15403685851024
135,0.0,188.18149061167003,307.12168196133587,190.19366615575262
136,0.0,251.16583643903846,750.3792284368835,166.53229596015962
137,0.0,163.6475378235872,493.2841316820767,233.02336806064258
138,0.0,149.81399556100035,920.2609700393893,266.54978263714617
139,0.0,141.2189709918076,886.9660950762153,258.488968591658
140,0.0,217.14348048704903,377.15191915712387,180.84678358477282
141,0.0,292.52831450480903,965.8251298829983,153.55723252151802
142,0.0,288.6484563505652,321.25933249082226,246.91368844601897
143,0.0,189.83207564749478,541.5173974591532,112.29337076067165
144,0.0,266.9067579930771,313.335415259792,184.49732662029527
145,0.0,293.318837987466,372.4170502504144,166.10535794184813
146,0.0,187.3785959284173,531.3673244975403,225.13456201273215
147,0.0,198.05913483020746,360.3123353890685,128.60363712638127
148,0.0,326.49902709077463,809.1248658164006,162.9036627034243
149,0.0,140.4232624823926,444.34516998675576,269.1376336725548
150,0.0,247.3556709478822,608.1024304253403,137.23758684028425
151,0.0,280.40438832987246,786.2493940020145,237.4196149484897
152,0.0,228.12114163711323,465.7439421429641,142.70076206724593
153,0.0,298.97747030655853,729.9063609385747,137.1522374679737
154,0.0,195.24189580699223,385.96736096774987,151.2140401547299
155,0.0,159.19198273672458,307.0516453307289,110.26069360702203
156,0.0,323.0895442413478,965.2580708624016,227.07175544981658
157,0.0,272.8956956133442,578.2426393583225,139.4664961248727
158,0.0,289.5488185839831,723.2467274488448,220.37864921748613
159,0.0,192.74740059253696,955.3830322567862,125.08695821232344
160,0.0,248.71267559118354,395.48158922106177,116.51232276157846
161,0.0,303.33754252681234,307.71103363088696,239.69986996134367
162,0.0,321.0926377935334,831.3981270629199,204.83265808269948
163,0.0,200.40381076471118,941.0187261721703,117.1064146258261
164,0.0,234.99653041494702,323.4778984190131,223.69506722428758
165,0.0,164.87001695592446,717.4252719885371,131.47595547609998
166,0.0,264.15687973435104,370.9589053272501,147.23087639235655
167,1.0,170.99393558734715,983.5956083528623,159.388233078214
168,0.0,236.15487073161722,685.0023831781393,173.52074541610364
169,0.0,174.65126096363775,556.4688882316913,216.84348041624276
170,0.0,331.35767122970043,569.3230298828724,243.9959401323641
171,0.0,269.586670333985,804.9762456434637,140.78929628654586
172,0.0,227.24692207099008,919.1922383148108,219.65120445355535
173,0.0,177.34353342429802,904.5082893399389,187.13913967594323
174,0.0,189.71020426224766,446.76423773094376,146.3496361869337
175,0.0,183.69925845158488,326.67681910444946,200.5002502394525
176,0.0,262.6434535184909,870.6119587206703,155.2223951087735
177,0.0,173.66181523302674,835.8622397025193,105.66874116057156
178,0.0,152.88454065051843,908.0218012665293,137.3671845087172
179,0.0,229.47730391725491,869.2513628825483,254.36367412365377
180,0.0,236.26369778067345,758.2796853737489,235.68501505819978
181,0.0,288.1516611643881,546.14661628371,239.38768378221621
182,0.0,247.2182816369359,500.33169480607296,181.88089847946387
183,0.0,136.57699990033498,622.0309857963307,229.52990885659042
184,0.0,294.32819029453594,496.1333967553724,239.49520043882524
185,0.0,210.08019962713132,955.8775641971181,182.50133478999737
186,0.0,179.3099292191404,961.1849772655979,131.1369379151607
187,0.0,174.36525710104345,788.4043223837625,103.09841077716385
188,0.0,252.74203565907712,439.3706067056972,264.50444444215043
189,0.0,197.942873469666,952.724475915335,113.47408228996349
190,0.0,143.53535037831946,541.3685403666718,147.69705728210823
191,0.0,313.68807134842586,834.6905289872734,109.61394231976907
192,0.0,181.62904357592564,955.6792003715041,109.84955244227952
193,0.0,270.3484248723562,890.1350591437449,244.97525553528567
194,0.0,281.57481438920274,714.445221782745,218.15583621475446
195,0.0,154.55838540832042,624.5352904075694,254.91487813778116
196,0.0,293.293266016619,339.54678879509436,180.0670515387012
197,0.0,159.37839645283154,493.3109831908031,122.13510311124517
198,0.0,310.01248952689,883.9626597923118,216.4672546343284
199,0.0,210.02009799790903,339.61904629403136,100.51025608359835
200,0.0,216.89651519677122,541.0517150385037,213.6421426126446
201,0.0,171.81874335406923,843.5851820767206,104.99656758145079
202,0.0,259.06259105465836,800.4666025773722,191.2447626626203
203,0.0,284.6257831572685,541.3814280879901,150.19720077577216
204,0.0,330.86926357919367,800.6095034695613,180.68636209907405
205,0.0,166.57415193373126,997.8988452952769,256.6596221590852
206,0.0,157.45460462413502,439.29628260720705,193.93063961741893
207,0.0,312.6205323843762,785.4782811040545,192.64222509032666
208,0.0,299.75936365743576,509.5973009187993,221.4844557909645
209,0.0,252.09328265185985,876.5466796390044,179.4959854704265
210,0.0,165.35631873274536,647.5922881283846,137.43150878398876
211,0.0,324.0871692676217,876.4319487952287,150.71672307623797
212,0.0,181.14835633581424,831.264535781466,202.8701513028526
213,1.0,161.99028917577286,992.5357322799726,182.20030889665583
214,0.0,286.2765133616007,757.0100306641407,263.68370742985394
215,0.0,233.77176916896812,682.440638762088,231.94813265285498
216,0.0,171.08981959776543,767.2876957775883,261.98219713363505
217,0.0,284.68897871576416,386.2247639231407,264.638492524452
218,0.0,331.2678946716497,927.9893502988214,101.28642685020519
219,0.0,207.31840943748784,760.5535603156607,128.66720936857536
220,0.0,213.30450969103106,833.7985666866282,101.52481310511583
221,0.0,324.3099528735868,372.96663539664394,211.45422457454174
222,0.0,167.25087816647275,829.424025812686,166.54503101339682
223,0.0,153.70470685656915,422.4646551218872,257.02604408756343
224,0.0,252.91222946083997,468.05441646582403,112.10033613830174
225,0.0,279.70395716416306,620.2419146487414,134.32020808407435
226,0.0,217.91024430321897,850.148801023926,190.4091977298585
227,0.0,210.16606157991163,895.2597958062878,185.82495944841642
228,0.0,209.52355483171164,614.1771985606016,161.9535823362009
229,0.0,147.36605214067066,525.7641805181372,210.18118544517532
230,0.0,157.20504834709251,968.4016599263598,197.22821454525413
231,0.0,140.2356315437439,557.0366906099325,146.83175929129666
232,0.0,313.68085300665405,665.288902556506,153.76398916674117
233,0.0,240.911190042778,458.61974313925714,243.72859899847248
234,0.0,310.27132940054537,966.2569087937068,164.27487429815417
235,0.0,293.6514856500218,476.81792950958453,229.05302191066738
236,0.0,258.81632283869936,418.69516734401486,240.07534175186143
237,1.0,159.28440053020654,329.8705301920382,120.71464208152716
238,0.0,258.8660919731449,937.0827044975829,135.81351364187634
239,0.0,136.94056616753414,918.0063022969152,190.371315399661
240,0.0,198.27877380327726,357.215378876897,156.93265697401145
241,0.0,184.32507709296135,489.6469856887254,188.785015499118
242,0.0,142.67983068365902,402.76073986682,256.61143161198913
243,0.0,251.04657357954358,836.2389146011675,118.58772522889228
244,0.0,243.69820107542546,971.7681513983679,236.60301398347113
245,0.0,300.59806104014615,463.66294052856705,187.3507287274897
246,0.0,261.30366976354446,589.7725115863998,232.6941788964975
247,0.0,267.43358346100854,326.79774675789764,169.95311724174002
248,0.0,205.56558167100567,863.3560766956632,119.26270621782956
249,0.0,221.18672050684523,345.8491804580313,116.09420559950838
250,0.0,140.14622030685902,645.0278704247337,107.0741342391102
251,0.0,242.73653396621575,770.7522145524332,157.53014976782492
252,0.0,206.4010332747888,314.37520375366046,134.03755996127072
253,0.0,322.2488008164753,951.366580238411,115.7989832501514
254,0.0,149.54540990919745,626.7939225093282,209.53776187897626
255,0.0,152.2876589006097,834.6219321340901,114.59586094869671
256,0.0,222.89174492258041,687.8557126606318,256.16592559282043
257,0.0,158.74555186714218,699.4778057225051,136.28306867222912
258,0.0,264.89063897652807,522.7972520542347,230.2250790082934
259,0.0,279.8599449632634,853.6558332316229,171.45864331605534
260,0.0,216.51246611245676,459.9419695311305,126.32329275045606
261,0.0,331.39515476121943,873.985160231594,107.57644321582563
262,0.0,266.08418821428285,625.9108660758643,243.49461803556207
263,0.0,206.1403478184212,904.1308487793485,197.53183374766937
264,0.0,294.9426710629443,641.1145323200161,251.47253701827364
265,0.0,241.2274962944822,385.43430981753465,170.40328725711072
266,0.0,196.78490754606955,741.775807780215,153.32912263119658
267,0.0,319.1651603989901,881.9895332413123,166.72033561565792
268,0.0,266.4291451580572,983.6414702435094,213.3490654174559
269,0.0,233.75242034780615,344.9731541810597,223.4707686796422
270,0.0,141.9387365908043,849.8168410865487,236.58946789156886
271,0.0,228.99959843292646,547.218503052772,145.5544029464295
272,0.0,229.99894926368415,469.1478710971686,169.85003886463198
273,0.0,195.161512986542,806.9977307487034,112.901731827113
274,0.0,318.42297753225705,506.75230282286236,117.70920430188775
275,0.0,157.1986997516624,486.51737981484473,172.15193226361197
276,0.0,149.55850546610466,494.0878892410948,215.04478971137704
277,0.0,249.77713807220363,544.6929625784618,165.74881121859852
278,1.0,187.17469356802505,480.9543340446307,128.1276340801962
279,0.0,149.29356394188372,446.6779593511285,231.93354850285286
280,0.0,175.62563532915948,851.1874762935419,124.74446127136473
281,0.0,317.23362691436137,916.4924086820122,209.38631927490843
282,0.0,230.01652420395766,408.1053582839247,240.87246060265184
283,0.0,205.88192155994835,587.5348071319668,187.28568435953667
284,0.0,188.92505468880012,798.923730619379,205.00229875315983
285,0.0,206.14593555128283,845.417248567063,194.5980831028121
286,0.0,270.7956423617711,560.0545719985347,244.04931148986202
287,0.0,245.43292610806867,547.2888726992184,174.51697275040084
288,0.0,169.2237245420887,829.0292109197565,122.09347526713462
289,0.0,199.8687174536925,990.200384308445,246.5849013464568
290,0.0,136.67006571930702,810.4969185609654,128.0404423096117
291,0.0,276.78669747641686,544.2191980850097,189.41245984511917
292,0.0,149.23620253187136,318.8660088978514,162.18331277480112
293,0.0,199.9347405074035,816.1987122543889,208.28943081106644
294,0.0,324.6950933367066,699.8105169701129,250.62142647621062
295,0.0,262.0900063994449,902.1743049876806,257.41109697457176
296,0.0,191.06231700836923,919.8897917132498,264.8778115348476
297,0.0,252.00188410009264,957.535366628552,234.24160838633318
298,0.0,312.2771638950524,585.4531209265158,232.10255045442486
299,0.0,158.97867411840315,551.4289390043011,259.76294924880006
300,0.0,152.7661859250002,965.9665448604593,222.35176312618415
301,0.0,287.2331996691926,648.5812492769373,105.72169163307562
302,0.0,203.26637707151173,357.59738676732695,224.21658752041378
303,0.0,283.55272516680765,565.1278425383553,190.16350961705717
304,0.0,305.7697678332827,465.7367537133738,163.48371061371404
305,0.0,217.4853470507067,460.7919518069567,227.6613902457024
306,0.0,328.80002098588943,421.79794421575843,197.85525514773622
307,0.0,236.09343711061493,642.3302461332976,228.81227236304179
308,0.0,286.58446646331095,844.2712311997765,224.91796724987518
309,0.0,332.35235229106473,876.72321858816,219.53337417955072
310,0.0,260.3225048589047,365.5019969115222,256.49256402266565
311,0.0,259.6750037414645,339.9856129342411,132.7727637455776
312,0.0,189.88036187952983,572.7972203123292,168.91409893926073
313,0.0,165.76215221510296,917.512327431833,111.34994077191577
314,0.0,318.7952749308541,508.30323534538445,171.12076447521457
315,0.0,158.89921791934256,569.4202573111714,240.4640333378953
316,0.0,309.2005031301969,302.8999104024568,236.82155320551362
317,0.0,277.9453097853385,544.264628687356,151.9688860359935
318,0.0,307.7310258889075,435.05198929423995,230.94892834093028
319,0.0,241.58017633761142,744.3653392889655,152.94066406514125
320,0.0,136.49393244677614,331.48207821646514,264.08319342034724
321,0.0,273.60103288317646,446.8169356114647,116.91311771349504
322,0.0,160.80836197493517,896.1392754297718,254.350157602336
323,0.0,185.83920491394267,939.3018003015204,196.30064723635275
324,0.0,302.5218717027667,844.4610168672921,130.14790656148958
325,0.0,149.0912692468802,859.8436331609892,120.84470916684585
326,0.0,187.09316250132008,983.8898635145171,244.00421582658544
327,1.0,152.05365193813145,486.44900075863904,266.5102716150622
328,0.0,326.97925418169586,638.5229941282048,161.64962593114586
329,0.0,147.5476538970055,646.1409653369924,138.08606069401526
330,0.0,156.40590644984522,331.0282928287031,255.39599403542724
331,0.0,280.8973880758993,501.9214889182328,209.42861309300986
332,0.0,328.2588881822366,391.9095348206022,172.52628694238732
333,0.0,216.9309491971564,932.3758297388864,205.95580959082508
334,0.0,292.7282717743175,668.8061169056787,212.8900163271349
335,0.0,260.99123237113173,826.3867450444733,248.9815734783341
336,0.0,169.0078194192081,500.126774828031,249.89842646216442
337,0.0,273.5320594430209,964.710138147812,113.75515029101062
338,0.0,318.4434724467497,603.4850592431427,233.6694466438176
339,0.0,322.8471211201616,412.5450722180108,116.77262917454033
340,0.0,306.15423553700833,656.4643338263799,211.6798021885029
341,0.0,326.27685855535333,845.2552712146581,220.45344366064228
342,0.0,181.15947181418937,532.3544413654977,188.8365385381656
343,0.0,178.92499268892,324.8831387367021,137.9214208510421
344,0.0,281.1726012835235,892.1623731413879,166.01230510994048
345,0.0,239.97485458433914,889.5439111071954,173.88427742387907
346,0.0,189.49444294429946,893.2739079008985,211.13704283391127
347,0.0,298.32096569487453,362.15394254852765,226.01170022852943
348,0.0,207.19805901722296,567.2826673708134,226.12583337029466
349,0.0,146.52471638498278,787.7649656023625,106.16886193586919
350,0.0,270.6377910690246,746.4718376358232,150.68021264679845
351,0.0,248.8699894936246,486.84940817464076,206.19842906977468
352,0.0,159.29951046084201,929.8047346149946,141.21494122253515
353,0.0,202.619349102735,883.8094336297845,161.85133476420356
354,0.0,255.36594799226538,949.2140868538495,162.03204876859468
355,0.0,265.79162684922085,442.7695222144174,130.78383389525615
356,1.0,245.86506531681957,576.4116608149104,195.9724445245546
357,0.0,320.8728734017808,609.5039237799667,240.96782807863437
358,0.0,185.02257022448845,422.35461115902217,215.25230638698469
359,0.0,273.8928640283459,641.3102888960486,185.08203914068991
360,0.0,226.70226369116634,439.9697752625291,263.75038243344204
361,0.0,238.93502934148773,307.4396335261038,266.74207472002115
362,0.0,220.21337448780665,387.38287510233357,130.28258578414113
363,0.0,152.2137060428442,384.9423048614738,202.76060752893983
364,0.0,212.36532012857262,398.44258149037785,183.28954889766578
365,0.0,299.6522075758032,844.8126561741932,257.9766237626148
366,0.0,214.2839819723339,643.9191925423279,164.62030101831886
367,0.0,331.07907840387014,869.3430543094505,255.09918911165667
368,0.0,278.35666778330824,914.9001675943553,163.82594113444893
369,0.0,229.85839474074697,894.3063620374089,247.35737668462545
370,0.0,209.77353433028134,788.8809503208765,103.92078982618098
371,0.0,167.50448852112936,761.1701935538412,199.0356974180363
372,0.0,262.40646542719196,713.9438062271245,155.2884531538019
373,0.0,245.54774341011955,919.0733139894556,199.55370485884612
374,0.0,158.30773136388828,500.7998697642545,149.74490473558188
375,0.0,273.5243176183005,531.4477920230654,172.93502131249883
376,0.0,164.90676034808368,679.0151635860279,245.45056326958814
377,0.0,272.72214157851397,643.3816840402718,262.8313201873261
378,0.0,329.3952544947824,404.88729540633994,217.0548473584612
379,0.0,219.47324329748426,566.3273886428595,233.4158986800134
380,0.0,182.09585623416285,630.7571535515581,238.83781941000112
381,0.0,167.87335071162084,761.1755719341764,267.8807756613312
382,0.0,169.63065156562658,997.1773049590068,198.78145243135342
383,0.0,232.4337118536135,923.2684194970124,145.56197408212563
384,0.0,195.69011237680527,315.23362579650393,201.77960293031953
385,0.0,209.7484817614251,806.4251465197722,198.254003615743
386,0.0,162.99845408788752,506.42703404038417,169.64361290906362
387,0.0,247.2199203272865,620.0637822400945,257.4267296367075
388,0.0,160.59279429413095,943.1476689388071,157.71648710569727
389,0.0,181.64042189819185,914.8519204742015,269.05934865456373
390,0.0,196.1210007001108,684.787641324039,140.13009110462627
391,0.0,158.72819225578968,593.5936977482597,215.31752836846286
392,0.0,272.4564205473583,735.9571134991077,236.65979597784357
393,0.0,192.01086574918676,995.8722418969021,104.34715057333338
394,0.0,142.0850791467397,769.7903173155203,128.04214904973395
395,0.0,148.127808517312,666.9659469920191,123.46981466323923
396,0.0,227.41918034452206,704.3441112122388,102.07163097438779
397,0.0,174.78944292581448,867.7698313640045,245.87704626663205
398,0.0,252.3367118585531,327.93033133705467,112.15545009871869
399,0.0,160.08027144785933,440.5728336800218,261.28412035567203
400,0.0,200.50281866875403,388.2309690708921,118.09205279947243
401,0.0,283.23834658983026,986.4988907516264,261.51780380843377
402,0.0,252.52832830887172,396.5705923901457,161.04120916010908
403,0.0,143.6338019583466,991.1431976245148,145.58583908277163
404,0.0,322.02115535597113,477.69645675849966,159.37960370489333
405,0.0,210.76493387824837,601.9058525090111,215.0211565672972
406,0.0,309.42440977063404,960.3827435911928,144.89032506360687
407,0.0,184.83954562548902,424.0412380094442,260.1008111141196
408,0.0,221.02936662727916,643.5840228310062,180.86401671411767
409,0.0,210.4656702810547,991.2779820681645,183.28790025092576
410,0.0,171.86459428537452,491.39372183611806,173.20403088059055
411,0.0,172.4803636369118,376.34499446914276,173.34776811551203
412,0.0,328.6894742081886,489.7116080951024,177.62717482940053
413,0.0,199.90000713769913,629.2019986216601,183.7815075670967
414,0.0,309.66589610774236,654.7932486653799,108.24893914638051
415,0.0,156.45107325189886,611.8811420971244,145.84407635038633
416,0.0,265.1212043722987,750.4490084881509,160.12359100504233
417,0.0,177.5691600000047,367.2151224925029,101.40646422694878
418,0.0,233.84537248603158,306.1522471601004,230.5398437303914
419,0.0,145.00418599568226,917.1925232375172,215.40972282711354
420,0.0,278.12048455551064,696.591764314084,153.72757337379284
421,0.0,267.87687798201483,519.6485976799898,130.5689601501183
422,0.0,192.37232500004455,621.5834923441439,211.50157456618732
423,0.0,143.63307029665356,687.2410981753354,167.9380295011419
424,0.0,320.9709633535863,915.3283287728442,145.18949042608446
425,0.0,223.7379874504066,844.9060669103161,128.58722656940319
426,0.0,332.93359818065437,886.3241853295915,233.87382033518085
427,0.0,295.31902629608066,309.04068280258355,219.50977133302473
428,0.0,163.20241369391974,651.0450343578589,124.77071975280792
429,0.0,308.46079002754846,856.9872358030694,246.9089651323873
430,0.0,312.3568421156181,764.4063687152659,122.8251287764019
431,0.0,314.12066703202066,392.14339951750316,138.99902026538894
432,0.0,185.1977958695891,365.8353993293803,183.22609560310258
433,0.0,160.82772212052646,928.0720712894666,208.05765181576942
434,0.0,314.4901218405711,490.94899135256367,234.29502364442106
435,0.0,297.8649284488485,570.7390182417828,180.88021391332336
436,0.0,310.3057756978868,950.2567796042371,126.58989205380878
437,0.0,269.8603578635828,860.9043861075079,191.4017154256623
438,0.0,315.22888799910254,618.5955411882019,185.10141176229274
439,0.0,145.31784176034185,982.9875111335451,189.0133423664871
440,0.0,221.08575217743675,873.5227767791123,247.9363128941316
441,0.0,323.0195760181845,472.97552538997513,177.5404953408614
442,0.0,274.776212635452,588.4559464734939,195.02806797240765
443,0.0,149.02697056030587,685.4189188273369,199.28377725543777
444,0.0,261.1483391546696,869.1532940893355,179.895180442054
445,0.0,162.18770111008564,331.27839033697796,179.2472415018135
446,0.0,309.8090467449134,453.9808859581033,256.8906521935055
447,0.0,172.39245369070917,964.9484444700119,203.0309324375346
448,0.0,212.64351063118607,826.3483537062756,232.58837609944908
449,0.0,147.73702239360242,988.7379538615306,267.20967286927987
450,0.0,217.9005498149658,752.7695164278232,262.8880241996774
451,0.0,225.1327468214855,923.9475210439147,181.46631626233355
452,0.0,187.01989140612076,837.7906556364379,187.5195591758265
453,0.0,143.60785776711666,468.33457657325204,189.11782931883613
454,0.0,234.38279583106294,798.1149420862458,166.69698850737058
455,0.0,244.59803683633072,539.2051437531429,158.2954410601886
456,0.0,210.58135026428272,664.2414104940614,198.29261215780537
457,0.0,144.60813342558427,305.931385351722,227.65548671176242
458,0.0,302.7167091707261,940.2306438583006,140.57053932903014
459,0.0,242.19100143279314,606.9176112175738,264.16591891099193
460,0.0,158.46703691169876,664.0306389806254,137.47618632943738
461,0.0,332.05143360928923,946.4887150981473,120.33654192260752
462,0.0,303.056134221237,358.5271801168711,146.42499772025778
463,0.0,154.99445586526426,759.2729525102084,173.41592194672137
464,0.0,187.03021288388155,863.1922431410256,128.95233155766795
465,0.0,266.1944391077435,432.9983371744578,136.46823999036775
466,0.0,167.05667033029772,938.6204385929209,246.587006565116
